2017-01-03,800.62,811.435,796.89,808.01,1959033
2017-01-04,809.89,813.43,804.11,807.77,1515339
2017-01-05,807.5,813.74,805.92,813.02,1340535
2017-01-06,814.99,828.96,811.5,825.21,2017097
2017-01-09,826.37,830.43,821.62,827.18,1408924
2017-01-10,827.07,829.41,823.14,826.01,1197442
2017-01-11,826.62,829.9,821.47,829.86,1325394
2017-01-12,828.38,830.38,821.01,829.53,1350308
2017-01-13,831,834.65,829.52,830.94,1290182
2017-01-17,830,830.18,823.2001,827.46,1440905
2017-01-18,829.8,829.81,824.08,829.02,1027698
2017-01-19,829,832.9999,823.96,824.37,1070454
2017-01-20,829.09,829.24,824.6,828.17,1306183
2017-01-23,831.61,845.5428,828.7,844.43,2457377
2017-01-24,846.98,851.52,842.28,849.53,1688375
2017-01-25,853.55,858.7936,849.74,858.45,1662148
2017-01-26,859.05,861,850.5201,856.98,3493251
2017-01-27,859,867,841.9,845.03,3752497
2017-01-30,837.06,837.23,821.03,823.83,3516933
2017-01-31,819.5,823.07,813.4,820.19,2020180
2017-02-01,824,824,812.25,815.24,2251047
2017-02-02,815,824.56,812.051,818.26,1689179
2017-02-03,823.13,826.13,819.35,820.13,1528095
2017-02-06,820.92,822.39,814.29,821.62,1350875
2017-02-07,825.5,831.92,823.2926,829.23,1666605
2017-02-08,830.53,834.25,825.11,829.88,1302225
2017-02-09,831.73,831.98,826.5,830.06,1194238
2017-02-10,832.95,837.15,830.51,834.85,1415128
2017-02-13,837.7,841.735,836.246,838.96,1295708
2017-02-14,839.77,842,835.83,840.03,1363345
2017-02-15,838.81,841.7725,836.22,837.32,1357185
2017-02-16,838.5,842.69,837.26,842.17,1005084
2017-02-17,841.31,846.94,839.78,846.55,1461210
2017-02-21,847.99,852.2,846.55,849.27,1261062
2017-02-22,848,853.79,846.7101,851.36,1224889
2017-02-23,851.08,852.62,842.5,851,1386681
2017-02-24,847.65,848.36,842.9601,847.81,1346189
2017-02-27,844.95,850.67,843.01,849.67,1010333
2017-02-28,847.35,848.83,841.4422,844.93,1383119
2017-03-01,851.38,858,849.02,856.75,1818671
2017-03-02,856.31,856.49,848.72,849.85,1250938
2017-03-03,848.94,850.82,844.705,849.08,1006612
2017-03-06,846.86,848.94,841.17,847.27,1047872
2017-03-07,847.26,853.33,845.52,851.15,1038696
2017-03-08,853.12,856.93,851.25,853.64,1029834
2017-03-09,853.69,860.71,852.67,857.84,1347697
2017-03-10,862.7,864.229,857.61,861.405,1336585
2017-03-13,860.83,867.13,860.82,864.58,1166605
2017-03-14,863.75,867.58,860.13,865.91,1061692
2017-03-15,867.94,869.88,861.295,868.39,1332885
2017-03-16,870.53,872.71,867.52,870,1104452
2017-03-17,873.68,874.42,868.37,872.37,1868252
2017-03-20,869.48,870.34,864.665,867.91,1542199
2017-03-21,870.06,873.47,847.687,850.14,2537978
2017-03-22,849.48,855.35,847,849.8,1366749
2017-03-23,841.39,841.69,833,839.65,3287669
2017-03-24,842,844,829.1,835.14,2105682
2017-03-27,828.09,841.38,824.3,838.51,1935211
2017-03-28,839.69,845.4,832.265,840.63,1519202
2017-03-29,842.75,851.585,841.38,849.87,1457347
2017-03-30,851.98,852,846.77,849.48,949398
2017-03-31,846.83,849.56,845.2445,847.8,1440982
2017-04-03,848.75,859,847.5298,856.75,1969402
2017-04-04,848,853,847.505,852.57,1348494
2017-04-05,854.71,860.59,847.52,848.91,1855153
